character gender,characters,type,Character_dialogue
M,JAY DEVIL,1,"What the fuck are you waiting for?  She went for the setup Reach in  your fucking pants, and pull yer  cock out, bitch That's the kinda  shit girls like Suddenly another little JAY DEVIL appears in Jay's right  shoulder. JAY DEVIL 2 Right about here's where the angel's  supposed to show up and tell you not  to pull your dick out. But we bitch slapped that little fuck and sent  him packing, so it's smooth sailing.  Let 'er rip, boy They disappear in little puffs of smoke and Jay shoves his  hand down his pants, getting ready to whip out his dick,  when suddenly a little JAY ANGEL appears on his shoulder,  rubbing a swollen jaw."
M,JAY ANGEL,1,"That's it, boyput the dick down.  You gotta go from the heart, yo. No  little perv bullshit will do for  this one. Be smooth. Be Don Juan de  la Nootch. Now I gotta go beat the  shit out of two suckerpunching little  bitches. Rememberdon't pull your  dick out until she asks you to. Or until she sleeping. Bunnnnggg   The Jay Angel blinks away. Justice  looks at Jay, a bit confused."
M,JAY,1,"Don't, motherfucker. Don't you ruin  this for me. Me and Justice are gonna  get married one day, so don't be  giving me that weain'tstealingno monkey look.  I am Morris Day you are  Jerome, bitch. Don't forget that.  That girl? That girl's in love with  me. Up front, Justice talks to Sissy, while Missy drives."
M,JAY,1,"As sure as I am that you are the  hottest bitch I ever seen. Chrissy lunges at Jay, Missy holds her back, dragging Chrissy  away."
M,JAY,1,What's twisting that bitch's tits?
M,JAY,1,"You are my bitch. You get my back.  Don't go joining this chimp's side. Jay looks around the woods, formulating a thought. Silent  Bob moves toward the ape, extending his hand to shake hers."
M,JAY,1,"You see that? Bitches love me. Besideswe are in the fucking clear,  yo. It's not like anyone knows we  stole the monkey. "
M,JAY,1,"Look at you Tubby Bitches. I am waxing  all sentimental, and you are all about  a fucking meal and shit. Now ain't  you glad we stopped to eat?  And you  were all pissscared the cops had bust  us or something. You know what I  say?"
M,SHERIFF,1,"Open up and say ahhhhh, you stoner  sumbitch "
M,JAY,1,"What? What is that supposed to mean?  Don't just fucking point like You ain't the broad in the Children  of a Lesser God. Use you fucking  mouth for more than eating, ya tubby  bitch Bob starts an elaborate pantomime. Jay tries to guess what  he's saying."
M,JAY,1,"Say it, don't spray it, bitch. "
M,JAY,1,"Well what are you waiting for, bitch?  Start sucking. Bunnggg Alrightwhere they shooting this  movie at? Silent Bob points behind Jay, at the STAGE they are in  front of. There's a LINE OF PEOPLE waiting at the door."
M,JAY,1,"YOBITCHFISTS CockKnocker turns to see Jay, standing on the rotating monitor station, holding a  doublesided saber. He clicks it and TWO beams emit a la  the Darth Maul light saber in Episode One."
M,JAY,1,"Now whose balls have been busted,  bitch? Suddenly, a gun shot rings out. All turn to see a roughedup Willenholly, training his gun  first on Jay, then Bob."
M,JUSTICE,1,"How about a little Bitch, My Man  Ain't Yo Baby's Daddy?"
M,JUSTICE,1,"Call me BooBoo Kitty FuckBITCH Justice highkicks Sissy and she goes flying across the stage. Sissy sails toward the craft service table, landing atop  Missy and Chrissy, knocking them out. Willenholly stands to see why the girls stopped shooting."
M,NIKOLAI,1,"I am gonna carve you like a pumpkin, bitch. Don't you know that me and my boys are in league with the Beast himself? He wiggles his menacingly pointy fingers in her face."
M,TAYLOR,1,"Well, her, it ain't. That bitch is blind as a blonde fucken bat. A big mistake Mister Taylor. Mister Berlin suddenly turns into Harrison Ford. TAYLOR slams into filing cabinets right next to the Christmas tree. Gets BERLIN's forearm under his throat and fucking lucky not to get the knuckles in his gut. Both men are  heaving. No volume necessary in this room of paralyzed silence."
M,JIMMY'S DAD,1,Bitch Jimmy's Mom keeps swinging the dildo at Jimmy's Dad even though he's let go.
M,ELVIS,1,Well alright then.    Let's get this sum bitch started Elvis reaches down and gets a guitar and breaks into an Elvis version of Here Comes the Bride but to the song You ain't Nothing But A Hound Dog.
M,JIMMY,1,Bitch.
M,BUDDY,1,"Shut it, bitch SMACK   Judy's been hit by Buddy off screen. Camera shuts down."
M,LESTER,1,"Well, well, well. My man, Mitch. Mister girlfriend beater. What do you got to say now, bitch? Maguire and Turner enter. Maguire's got a big smile on his face. J.Q. How's Stawitzky?"
M,IOSEF,1,"You missed, bitch"
M,HERSHEY,1,"Judge Bitch, to you  Hershey CLOBBERS her with a right  W7' RICO 3  He rushes forward, elated. TILT DOWN to the body. It's one of  clones, dressed in parts of Dredd's uniform "
M,BRIAN,1,"Bitch, bitch, bitch"
M,EARLY,1,I ain't ridin' in no bus... bitch. Then... Early notices himself on the TV.
M,NIC,1,"Look, we need to be smart about this. If we act like grubby bitches, we are just gonna make it worse."
M,TELLY,1,Was up bitch? Casper looks at Telly smiling.
M,HOODLUM,1,Come on bitch. Throw your fists up. 
M,CASPER,1,Now get in my way Bitch. INT.  
M,CASPER,1,Damn bitch. Don't kill it. Telly hands the bottle back to Casper.
M,CASPER,1,Damn bitch. That's my name. Why do you always ask me the same shit? Why don't you go lose some fucking weight? Harold is in the corner with one shoe off. He is sitting next to a pretty oriental girl. He is holding a beer in his hand.
M,CASPER,1,What do ya want with Telly? That guy has enough bitches.
M,VERNITA,1,"Look bitch, I need to know if you are gonna start anymore shit around my baby girl"
M,OREN,1,"Tear the bitch apart The six remaining Crazy 88 unsheath their swords at the same time with a GREAT  EFFECT. They circle the Bride. The BRIDE Inside the circle of Combatants who surrounded her. She Whips the sword out of the floor and raises her blade diagonally in front of her. Her eyes are reflected in the shiny steel. Holding her sword in the diagonal position, The Bride can see reflected in the shiny blade, whoever stands behind her. The six Crazy 88 Attack... The BRIDE does a Zatoichilike SWISHSLASHSWISH with her steel blade. Four boys die an    immediate samurai bladeinflicted death, SCREAMING GRUNT,    TWITCHING BODY, FROZEN IN THE STANCE IT WAS SLASHED IN, RED    BLOOD SQUIRTING FROM WOUNDS, THEN A CRASHING COLLAPSE TO THE    FLOOR. The last two put up more of a fight...but then one of them is SLASHED and FALLS and the last one is SLASHED AND CRASHES THROUGH the restaurant's big picture window. EX CU The EYES of The Bride, pointed down at the bodies by her feet, they Look back up at ORen."
M,BUDD,1,Is that that tall blonde oneeyed Viking bitch in the passenger seat?
M,BUDD,1,"Because that would have required me to acknowledge your existence. Drunken bum though I may be, I don't need booze that bad. But who the hell gives a crap anyway. That bitch ain't gittin no Bushido points for killin a white trash piece of shit like me with a samurai sword. I am a bouncer in a titty bar, Bill. If she wants to fight me, all she gotta do is come down to the Club, start some shit, and we will be in a a fight."
M,BUDD,1,"Wrong brother, you hateful bitch."
M,BUDD,1,"Looky here bitch, this is a can of mace. Now you are goin underground tonight, and that's all there is to it. But, when I bury ya, I was gonna bury you with this. He removes a flashlight from behind his back and turns on the beam."
M,ERIC,1,Bitch 
M,ERIC,1,"Fucking bitch Zed is rabbit punching Eric from underneath. Then, Eric grabs a hold of Zed's balls and squeezes. Zed lets out a shrill scream. Eric starts elbowing Zoey in the face. The three of them lay there on the floor wriggling like  worms, unable to move because each is putting the other  through such agony. Then, Oliver, shot up and bloody haplessly stumbles into the  room.  His body is a mass of bullet wounds."
M,MARTIN,1,"Thanks for the free money, bitch."
M,GAWAIN,1,You brought your bitch to the  waffle house? There is tension in the air. Dorr clears his throat.
M,GAWAIN,1,You brought your bitch to the  waffle house? He looks around.
M,GAWAIN,1,Man brings his bitch to the waffle  house
M,GAWAIN,1,"Everybody lookin' at me like I am a  fuckup, losin' that sorryass job,  and this motherfucker bring his bitch  to the waffle house Pancake lunges across the table, sending dishes clattering  to the floor as he grabs Gawain by the shirt."
M,RAY,1,Bitch won't blow me.
M,JIMMY,1,"Man, I don't want to meet the bitch that fucked you up."
M,DRUNK,1,"Fuckin' bitch... She got in front of me, man. Shit. My fuckin' car. Stupid bitch wrecked my car... He stumbles toward Hallenbeck, eyes attempting to focus."
M,DRUNK,1,"You will tell 'em what happened, right...? Bitch swerved in front of me, man. Wrecked my fuckin' Mercedes. Right...?"
M,CHUTNEY,1,"Uh, yeah, because the bitch shot him."
M,DONOVAN,1,Keep that bitch away from me.
M,EMMETT,1,"Funny how a woman can turn into a bitch just by saying no. Donovan glares at Emmett as they continue in. Behind them  SARAH stops in her tracks, having heard all of this. 124   "
M,KYLE,1,"Well, I don't care how long she's been dead, the bitch ain't stayin' in here with us. "
M,KYLE,1,Bitch's got motherfuckin' dead cats in her hoopty What the fuck is wrong with white people?
M,PERCY,1,"Bob Bob swings the shotgun like a club  CRACK  knocking the bitch clear off the roof. But the move has made his slide even faster. He drops the shotgun, trying to hold on, but he can't stop BOB IS ABOUT TO HIT THE EDGE WHEN THE HORRID WOMAN POPS UP RIGHT IN FRONT OF HIM She doesn't even have a chance to react as Bob does something akin to a swimmer's push right off her body WHAM The creature goes flying back off the roof and the opposing force halts Bob's slide."
M,FOREMAN,1,"I might have known the bitch could bite I might have known the cat had claws I might have guessed your little secret Ah yes, the virtuous Fantine Who keeps herself so pure and clean  You had be the cause, I had no doubt Of any trouble hereabout. You play a virgin in the light But need no urging in the night MAIN FACTORY WOMAN                          She's been laughing at you While she's having her men FACTORY WOMEN                                    She will be nothing but trouble again and again FACTORY WOMAN 5                                  You must sack her today"
M,SIXPACK,1,That bitch
M,SIXPACK,1,Bitch  Look what you did
M,SIXPACK,1,"Look at my foot, sir  This bitch put a goddamn sea monster in my bunk"
M,SAM,1,Stupid bitch  Liar  I locked the door  I don't sneak around your room  Liar 
M,RADIO,1,Armed robbery. J Damn liar. Bitch killed his sister  with an axe.
M,RAY,1,"Shit, Goldmouth. Back in New York, I  know bitches who hit harder than  you. Goldmouth pulls back his fist and lets it fly. Ray hurtles  through the crowd, collapsing in the dust. Willie steps in."
M,CLAUDE,1,"Who's driving now, bitch? He looks up just as Wilkins and the new superintendent exit  the bus station. Warren Pike's hair has gone grey and he's  40 years older, but there's no mistaking the former sheriff  of Natchez County. He still bears a nasty scar on his cheek  from a wound inflicted long ago. CLAUDE'S POV  Pike appears as a young man in his sheriff's  uniform striding slowly toward him. Claude blinks and looks again. Pike has returned to his old  self as he and Wilkins step up."
